customer_id,annual_income,credit_score,property_value
CUST00990,54007,674,290573
CUST00991,42089,609,143643
CUST00992,91104,672,256911
CUST00993,60499,676,249195
CUST00994,80217,669,337504
CUST00995,58585,713,316392
CUST00996,53066,692,242500
CUST00997,41492,671,459081
CUST00998,95627,712,327372
CUST00999,79766,707,495881
CUST01000,37325,515,107546
CUST01001,89539,696,312790
CUST01002,61468,678,296195
CUST01003,80043,671,426827
CUST01004,27208,451,224650
CUST01005,87405,691,421159
CUST01006,78729,673,381856
CUST01007,64833,713,215668
CUST01008,98739,692,279651
CUST01009,91962,686,347080
CUST01010,46138,658,435188
CUST01011,214097,775,537969
CUST01012,41726,661,454149
CUST01013,139230,818,583083
CUST01014,43356,496,165449
CUST01015,83437,662,208442
CUST01016,34375,584,157031
CUST01017,191077,842,1414373
CUST01018,88538,664,248708
CUST01019,36768,482,175170
CUST01020,168238,834,1310253
CUST01021,55022,706,454976
CUST01022,95696,708,321962
CUST01023,41090,712,399616
CUST01024,127814,809,1499533
CUST01025,41572,570,126305
CUST01026,95649,676,334976
CUST01027,78740,651,237082
CUST01028,93945,731,306317
CUST01029,68326,726,240587
CUST01030,68264,669,455197
CUST01031,59623,730,468055
CUST01032,50657,725,369216
CUST01033,264788,791,551606
CUST01034,78060,673,421147
CUST01035,36945,487,183238
CUST01036,54020,739,345722
CUST01037,78120,710,210070
CUST01038,42896,675,483934
CUST01039,135778,755,944387
CUST01040,71028,744,355218
CUST01041,36480,581,117676
CUST01042,62958,711,393758
CUST01043,256345,809,1317265
CUST01044,80255,666,346473
CUST01045,35857,584,188650
CUST01046,36712,591,185154
CUST01047,124160,840,1123505
CUST01048,36887,597,172967
CUST01049,70048,679,292303
CUST01050,78877,689,293378
CUST01051,49449,740,349635
CUST01052,298722,842,784830
CUST01053,252022,769,528854
CUST01054,46588,673,434969
CUST01055,85987,706,328642
CUST01056,57006,722,456300
CUST01057,41681,451,116792
CUST01058,61541,731,460526
CUST01059,187562,795,1231414
CUST01060,62825,743,451420
CUST01061,52687,653,365459
CUST01062,89252,658,296423
CUST01063,287806,769,1325385
CUST01064,145031,800,760304
CUST01065,88475,725,413619
CUST01066,96261,659,303892
CUST01067,32570,567,202885
CUST01068,83192,727,230173
CUST01069,116598,758,993542
CUST01070,39793,584,108972
CUST01071,32713,512,133422
CUST01072,77039,706,459659
CUST01073,102252,766,1160508
CUST01074,64532,698,255401
CUST01075,25836,567,189120
CUST01076,83216,743,313835
CUST01077,42487,629,224831
CUST01078,84730,651,484759
CUST01079,44881,669,444523
CUST01080,171039,789,1156901
CUST01081,64789,687,433740
CUST01082,75526,662,270409
CUST01083,68277,664,388570
CUST01084,58227,696,335565
CUST01085,141224,828,1172613
CUST01086,74654,684,410340
CUST01087,62085,748,398299
CUST01088,27595,622,215403
CUST01089,89437,654,265972
CUST01090,76464,698,265931
CUST01091,32473,545,102291
CUST01092,56941,720,349206
CUST01093,36448,627,230108
CUST01094,97621,673,300879
CUST01095,29599,634,208365
CUST01096,32488,460,245546
CUST01097,65907,724,450523
CUST01098,40963,652,274954
CUST01099,87204,656,294234
CUST01100,261371,756,958868
CUST01101,38508,595,249486
CUST01102,64498,683,465359
CUST01103,60925,687,338836
CUST01104,122289,815,1117721
CUST01105,77847,682,230692
CUST01106,87331,687,353806
CUST01107,97328,658,336710
CUST01108,278307,765,854409
CUST01109,89255,740,382712
CUST01110,91249,668,429998
CUST01111,28998,455,170528
CUST01112,54695,711,253886
CUST01113,29498,576,120631
CUST01114,167002,846,962537
CUST01115,188422,774,1355180
CUST01116,72380,663,414717
CUST01117,116953,759,779153
CUST01118,114805,813,1397004
CUST01119,47376,669,470197
CUST01120,29941,490,249029
CUST01121,70728,668,493259
CUST01122,159508,840,1300588
CUST01123,67219,665,375083
CUST01124,80482,680,234202
CUST01125,57644,714,452963
CUST01126,41303,643,211469
CUST01127,88964,730,252551
CUST01128,60777,681,379518
CUST01129,198425,756,1457137
CUST01130,217660,824,724978
CUST01131,42701,743,243818
CUST01132,37715,515,162547
CUST01133,296916,769,1020463
CUST01134,41071,535,147292
CUST01135,147268,831,1327565
CUST01136,88125,668,449954
CUST01137,63842,721,418952
CUST01138,83001,701,304468
CUST01139,91192,653,390584
CUST01140,203358,849,993285
CUST01141,83224,749,314473
CUST01142,56960,715,399644
CUST01143,69774,681,332504
CUST01144,50262,733,353277
CUST01145,85662,684,446316
CUST01146,59785,695,268357
CUST01147,155138,840,1306333
CUST01148,58728,710,490794
CUST01149,97858,699,206418
CUST01150,39527,578,158927
CUST01151,39175,595,128735
CUST01152,54046,706,436488
CUST01153,31473,488,181182
CUST01154,81190,722,443593
CUST01155,70209,699,305399
CUST01156,84509,656,252337
CUST01157,171517,849,1111363
CUST01158,36268,463,218300
CUST01159,49822,652,388499
CUST01160,285768,795,1417183
CUST01161,209194,810,1423920
CUST01162,40148,708,481648
CUST01163,100441,820,1403673
CUST01164,42357,663,424427
CUST01165,294625,751,1231043
CUST01166,81479,706,365160
CUST01167,40192,670,328998
CUST01168,63102,720,230702
CUST01169,32157,466,111338
CUST01170,252576,790,731908
CUST01171,69917,662,204679
CUST01172,52085,733,281905
CUST01173,98540,666,338464
CUST01174,40414,513,145835
CUST01175,80060,660,260275
CUST01176,141358,807,591499
CUST01177,191087,837,786360
CUST01178,55409,734,466151
CUST01179,100742,764,1193229
CUST01180,48258,676,377134
CUST01181,61959,742,466517
CUST01182,82615,661,320064
CUST01183,91831,708,421671
CUST01184,27951,648,164491
CUST01185,127953,759,947589
CUST01186,74492,688,378317
CUST01187,41982,585,101301
CUST01188,56687,746,411607
CUST01189,78401,656,246208
CUST01190,97300,674,251500
CUST01191,58085,671,281688
CUST01192,102112,760,612011
CUST01193,42522,718,468120
CUST01194,88698,680,451581
CUST01195,201883,839,1302342
CUST01196,61048,733,422846
CUST01197,91273,712,355381
CUST01198,91767,698,369442
CUST01199,77123,656,272725
CUST01200,55212,739,352580
CUST01201,32193,575,176300
CUST01202,59927,707,468074
CUST01203,57373,732,211476
CUST01204,43584,652,344086
CUST01205,58583,654,261935
CUST01206,45547,730,408769
CUST01207,55439,745,493733
CUST01208,108341,841,621297
CUST01209,40495,538,172671
CUST01210,64971,650,224425
CUST01211,40241,538,217562
CUST01212,81647,681,395965
CUST01213,62156,680,250007
CUST01214,173829,834,1022422
CUST01215,62838,702,280220
CUST01216,50449,683,439796
CUST01217,71236,749,249922
CUST01218,65998,739,365110
CUST01219,150191,770,1163976
CUST01220,63305,699,310475
CUST01221,80028,669,221000
CUST01222,80923,736,451437
CUST01223,66706,695,238623
CUST01224,49862,739,476547
CUST01225,288917,753,503180
CUST01226,79544,700,412276
CUST01227,34815,475,166702
CUST01228,70063,689,445669
CUST01229,73369,728,420282
CUST01230,44486,693,315544
CUST01231,53699,701,297368
CUST01232,90237,739,280940
CUST01233,41928,563,197043
CUST01234,84628,654,212799
CUST01235,57591,705,384033
CUST01236,88504,743,291161
CUST01237,34203,637,146518
CUST01238,36598,522,221078
CUST01239,40761,598,110558
CUST01240,93769,739,291318
CUST01241,116944,805,507156
CUST01242,275038,843,852175
CUST01243,49419,746,338367
CUST01244,40806,700,488244
CUST01245,191112,827,1264335
CUST01246,239250,849,1411907
CUST01247,71294,682,240294
CUST01248,125766,757,586299
CUST01249,80265,661,391211
CUST01250,85544,661,252805
CUST01251,47475,712,236280
CUST01252,80655,674,320037
CUST01253,72859,666,409406
CUST01254,46041,687,440451
CUST01255,33177,586,236322
CUST01256,83651,657,323594
CUST01257,82033,703,475143
CUST01258,79158,732,475489
CUST01259,66645,734,411073
CUST01260,47606,659,449643
CUST01261,31902,526,110234
CUST01262,40351,614,105947
CUST01263,29773,615,234403
CUST01264,94806,724,472869
CUST01265,43486,659,240677
CUST01266,96222,691,289558
CUST01267,52640,683,382470
CUST01268,75964,732,422984
CUST01269,216782,832,895548
CUST01270,66001,709,454043
CUST01271,74170,682,349562
CUST01272,83434,693,453237
CUST01273,207063,776,1234457
CUST01274,67758,695,288588
CUST01275,71018,658,486845
CUST01276,225146,807,716429
CUST01277,68633,748,374490
CUST01278,56022,650,365658
CUST01279,54605,654,296226
CUST01280,146514,803,1069012
CUST01281,80269,661,284275
CUST01282,50038,666,231629
CUST01283,86546,681,468477
CUST01284,36447,496,233614
CUST01285,71017,713,249062
CUST01286,41192,700,358550
CUST01287,30259,492,243046
CUST01288,40436,548,216687
CUST01289,98350,743,413529
CUST01290,89084,694,384458
CUST01291,35298,549,165773
CUST01292,227279,801,705103
CUST01293,51363,680,248986
CUST01294,204212,767,744072
CUST01295,71065,729,419224
CUST01296,29473,539,189001
CUST01297,50315,747,229861
CUST01298,67870,704,462782
CUST01299,63006,709,352939
CUST01300,273485,808,993763
CUST01301,31420,572,102614
CUST01302,43003,450,236858
CUST01303,63019,708,272287
CUST01304,51947,652,289589
CUST01305,96734,701,292407
CUST01306,82284,683,298782
CUST01307,89664,689,252627
CUST01308,69354,678,272724
CUST01309,47220,674,224141
CUST01310,69456,745,441874
CUST01311,76269,652,337306
CUST01312,161629,847,698512
CUST01313,53566,704,420125
CUST01314,85855,725,337502
CUST01315,51395,692,227239
CUST01316,75415,715,425604
CUST01317,57168,696,200300
CUST01318,95166,735,210580
CUST01319,289696,761,1068050
CUST01320,25866,568,112031
CUST01321,41546,554,247118
CUST01322,50401,672,379461
CUST01323,71242,748,416299
CUST01324,86048,692,411847
CUST01325,49938,670,470508
CUST01326,65273,687,446932
CUST01327,77440,700,370423
CUST01328,40748,542,106854
CUST01329,283154,836,1208910
CUST01330,60532,684,215566
CUST01331,186222,841,733746
CUST01332,42012,690,435825
CUST01333,226845,804,744779
CUST01334,141595,801,1350075
CUST01335,38379,637,151295
CUST01336,44503,708,381451
CUST01337,59910,706,223605
CUST01338,81532,734,258531
CUST01339,63670,689,273502
CUST01340,190881,774,1228982
CUST01341,41156,745,458062
CUST01342,55437,708,412916
CUST01343,73472,656,329424
CUST01344,26761,555,108858
CUST01345,91729,730,252119
CUST01346,94351,704,203552
CUST01347,75575,726,256047
CUST01348,38291,473,191515
CUST01349,91642,739,366983
CUST01350,59394,742,253626
CUST01351,32698,588,192437
CUST01352,79810,695,247906
CUST01353,218845,825,1207376
CUST01354,152233,834,1499294
CUST01355,79038,731,470250
CUST01356,75393,676,369110
CUST01357,42159,688,377089
CUST01358,32437,598,162637
CUST01359,77087,702,431431
CUST01360,93497,733,225635
CUST01361,268414,760,967477
CUST01362,50018,705,358720
CUST01363,57712,696,364018
CUST01364,135929,753,789412
CUST01365,69721,715,297769
CUST01366,39079,618,105560
CUST01367,81012,657,459125
CUST01368,213311,820,799060
CUST01369,279232,847,579979
CUST01370,72185,745,414062
CUST01371,199032,759,1274228
CUST01372,34350,628,115286
CUST01373,79430,692,436417
CUST01374,45302,727,408497
CUST01375,78350,672,246332
CUST01376,61390,746,225974
CUST01377,45430,678,230743
CUST01378,84689,689,474099
CUST01379,51806,694,427555
CUST01380,209825,762,548209
CUST01381,85431,717,460046
CUST01382,78114,726,321822
CUST01383,70811,729,256466
CUST01384,93149,684,225331
CUST01385,48846,708,225061
CUST01386,154517,836,1345950
CUST01387,67791,746,485918
CUST01388,48589,701,254600
CUST01389,48223,722,402452
CUST01390,87298,657,234973
CUST01391,51188,695,421141
CUST01392,43585,472,181784
CUST01393,40031,586,117653
CUST01394,46042,696,311264
CUST01395,95929,651,277692
CUST01396,33715,457,118878
CUST01397,90311,702,478284
CUST01398,68082,729,329149
CUST01399,189345,807,1005349
CUST01400,41133,573,222017
CUST01401,54932,710,444866
CUST01402,270675,769,962163
CUST01403,215976,761,803091
CUST01404,95168,749,375277
CUST01405,84512,676,241450
CUST01406,55615,671,215186
CUST01407,82038,672,372161
CUST01408,222799,804,1220292
CUST01409,81262,709,228761
CUST01410,78121,744,319776
CUST01411,47891,724,285287
CUST01412,81190,742,253279
CUST01413,80940,707,207467
CUST01414,50754,660,459251
CUST01415,134990,828,577999
CUST01416,49615,665,228014
CUST01417,82858,748,457314
CUST01418,148767,797,593169
CUST01419,73985,678,471798
CUST01420,40735,682,302944
CUST01421,234533,772,1038213
CUST01422,42796,703,474864
CUST01423,55662,675,443551
CUST01424,48379,663,218112
CUST01425,43086,657,250493
CUST01426,34819,474,197580
CUST01427,76231,735,498189
CUST01428,262340,792,1052221
CUST01429,68538,727,316291
CUST01430,76169,667,325705
CUST01431,93006,676,420890
CUST01432,87646,666,334704
CUST01433,93590,659,386427
CUST01434,27827,533,165269
CUST01435,36978,489,133949
CUST01436,45322,713,416023
CUST01437,200920,835,1083054
CUST01438,82442,731,471246
CUST01439,40948,698,321109
CUST01440,31301,527,248063
CUST01441,90574,722,220330
CUST01442,97659,696,472727
CUST01443,85201,743,249146
CUST01444,51247,708,259841
CUST01445,287217,750,1424679
CUST01446,98464,710,410787
CUST01447,46454,712,350912
CUST01448,199648,831,922142
CUST01449,60329,650,481518
CUST01450,90189,739,449138
CUST01451,31050,561,116371
CUST01452,98827,728,421637
CUST01453,70276,710,250327
CUST01454,44298,674,445388
CUST01455,33904,520,206710
CUST01456,90744,693,266640
CUST01457,76209,743,358556
CUST01458,258498,837,521213
CUST01459,84644,665,381654
CUST01460,97202,723,213958
CUST01461,226885,782,865398
CUST01462,51790,674,334146
CUST01463,207856,829,860359
CUST01464,30272,517,189675
CUST01465,253435,796,554584
CUST01466,79704,710,200535
CUST01467,240151,837,1116411
CUST01468,31852,634,133191
CUST01469,49059,660,356505
CUST01470,81528,679,294622
CUST01471,155769,813,1494988
CUST01472,59056,713,442166
CUST01473,242452,789,622250
CUST01474,30323,563,139218
CUST01475,62461,709,347307
CUST01476,90044,663,414222
CUST01477,69007,699,493927
CUST01478,25701,544,118264
CUST01479,74310,738,249771
CUST01480,87103,669,248369
CUST01481,119096,757,551361
CUST01482,35480,612,241868
CUST01483,76203,694,225543
CUST01484,87576,654,262057
CUST01485,34650,595,164883
CUST01486,97065,741,413228
CUST01487,41874,620,196712
CUST01488,88929,720,478021
CUST01489,71879,728,224542
CUST01490,51696,737,249447
CUST01491,98073,735,223125
CUST01492,95972,739,208602
CUST01493,28906,496,212778
CUST01494,49310,703,416198
CUST01495,134454,839,1309262
CUST01496,260585,845,903008
CUST01497,172329,847,893151
CUST01498,78619,670,377130
CUST01499,31656,518,184357
CUST01500,84671,660,206209
CUST01501,38381,522,147344
CUST01502,50056,742,498159
CUST01503,249871,848,1068386
CUST01504,93191,747,439613
CUST01505,189406,783,1400829
CUST01506,128087,793,921055
CUST01507,25107,530,172821
CUST01508,140831,760,1151097
CUST01509,37871,506,186717
CUST01510,32663,495,156685
CUST01511,269528,761,1477780
CUST01512,280462,785,553328
CUST01513,200008,813,1385797
CUST01514,144856,753,1059452
CUST01515,32208,571,198746
CUST01516,111137,837,814959
CUST01517,44509,674,251686
CUST01518,41278,664,240050
CUST01519,49566,712,223880
CUST01520,51978,694,235334
CUST01521,238712,839,724345
CUST01522,63183,679,207400
CUST01523,43809,650,496708
CUST01524,84946,670,368500
CUST01525,61906,653,464670
CUST01526,115474,779,691364
CUST01527,52845,676,482133
CUST01528,77314,678,356847
CUST01529,27058,516,199241
CUST01530,27990,619,189782
CUST01531,90183,683,342811
CUST01532,70473,652,374859
CUST01533,53926,685,485531
CUST01534,36823,608,229849
CUST01535,27379,453,218297
CUST01536,44521,516,143656
CUST01537,211595,752,1049952
CUST01538,60190,658,453137
CUST01539,45099,747,470804
CUST01540,45874,656,451925
CUST01541,44476,655,406273
CUST01542,43911,574,153910
CUST01543,75645,734,294267
CUST01544,73814,719,219207
CUST01545,53790,724,442450
CUST01546,25242,557,111791
CUST01547,119226,801,900298
CUST01548,28679,465,248908
CUST01549,35343,493,235670
CUST01550,34255,591,186963
CUST01551,79429,746,284544
CUST01552,31706,621,223193
CUST01553,40288,719,262935
CUST01554,89041,716,489967
CUST01555,56074,732,280346
CUST01556,84319,718,311598
CUST01557,95355,658,334312
CUST01558,43819,484,245112
CUST01559,65305,691,422132
CUST01560,61378,658,315541
CUST01561,29135,551,173496
CUST01562,195665,767,1471208
CUST01563,72330,682,415830
CUST01564,232821,807,1318475
CUST01565,37850,591,229064
CUST01566,91114,723,306553
CUST01567,95978,732,271473
CUST01568,284935,801,1271046
CUST01569,62666,690,387809
CUST01570,149795,800,523904
CUST01571,94105,710,347660
CUST01572,43615,574,109346
CUST01573,40615,664,255914
CUST01574,126204,759,1430870
CUST01575,295073,834,1059799
CUST01576,84304,695,266244
CUST01577,86505,662,356903
CUST01578,75815,727,404974
CUST01579,297122,812,544884
CUST01580,89806,680,442465
CUST01581,164266,771,535888
CUST01582,247196,833,1051092
CUST01583,71928,718,321617
CUST01584,34771,452,196337
CUST01585,92149,709,482483
CUST01586,34158,550,194012
CUST01587,62780,695,318137
CUST01588,39083,549,203882
CUST01589,38885,482,155336
CUST01590,79104,740,285329
CUST01591,84127,731,464205
CUST01592,42033,617,205182
CUST01593,127036,827,516720
CUST01594,37508,531,232373
CUST01595,38095,528,151077
CUST01596,26515,524,153074
CUST01597,66856,713,385121
CUST01598,62127,706,443851
CUST01599,101014,835,1047554
CUST01600,80601,690,479941
CUST01601,39425,600,239410
CUST01602,42865,697,326611
CUST01603,34012,617,154341
CUST01604,293690,818,784790
CUST01605,69635,673,469082
CUST01606,38285,473,169660
CUST01607,79128,682,375386
CUST01608,44290,731,273841
CUST01609,60218,712,461550
CUST01610,40901,578,106259
CUST01611,76991,719,393191
CUST01612,263066,849,1282109
CUST01613,62504,733,264388
CUST01614,239328,816,723042
CUST01615,64478,740,382385
CUST01616,63807,740,223516
CUST01617,262737,830,813549
CUST01618,230465,832,1447376
CUST01619,221526,843,1483035
CUST01620,81973,744,369766
CUST01621,33038,623,107175
CUST01622,63867,712,460117
CUST01623,86286,663,405211
CUST01624,223664,813,713419
CUST01625,74872,699,290731
CUST01626,44886,472,183190
CUST01627,31555,616,109526
CUST01628,35994,604,203497
CUST01629,28376,479,237139
CUST01630,53465,749,389846
CUST01631,48906,687,468723
CUST01632,35597,516,148730
CUST01633,47429,703,282399
CUST01634,64336,720,328011
CUST01635,61148,747,425511
CUST01636,160961,820,1259270
CUST01637,56282,662,207869
CUST01638,64747,744,352309
CUST01639,44089,578,137786
CUST01640,98911,731,208519
CUST01641,77365,731,356508
CUST01642,27973,569,232959
CUST01643,76745,720,271637
CUST01644,62708,677,285967
CUST01645,27131,624,210089
CUST01646,50964,696,204129
CUST01647,25984,544,177358
CUST01648,40042,708,464914
CUST01649,223382,763,625085
CUST01650,56894,737,278715
CUST01651,239851,783,1069836
CUST01652,264985,821,1454856
CUST01653,44614,597,140423
CUST01654,74469,682,421751
CUST01655,91773,702,488631
CUST01656,80501,685,384906
CUST01657,96507,693,456298
CUST01658,143916,824,1201145
CUST01659,80940,707,423958
CUST01660,46455,726,373905
CUST01661,90025,673,373739
CUST01662,68653,694,460682
CUST01663,55608,719,412802
CUST01664,55156,712,374903
CUST01665,26522,591,115878
CUST01666,43253,705,389719
CUST01667,76262,714,454827
CUST01668,57423,675,226888
CUST01669,89553,718,395986
CUST01670,38433,569,184689
CUST01671,71930,654,300300
CUST01672,67679,682,291821
CUST01673,29616,518,176488
CUST01674,36752,610,124664
CUST01675,96725,654,261012
CUST01676,97255,683,213747
CUST01677,81406,743,444084
CUST01678,68926,710,448402
CUST01679,167869,778,685375
CUST01680,88158,711,417284
CUST01681,49533,726,393931
CUST01682,60793,721,428660
CUST01683,94310,695,399697
CUST01684,50195,696,306482
CUST01685,47959,663,493546
CUST01686,86308,723,363312
CUST01687,76620,700,458739
CUST01688,189701,755,965473
CUST01689,76061,730,366845
CUST01690,128606,764,779689
CUST01691,36931,618,174680
CUST01692,37311,509,136452
CUST01693,44797,573,105557
CUST01694,36102,481,232031
CUST01695,92547,708,288141
CUST01696,73966,656,285362
CUST01697,70411,710,315842
CUST01698,63621,715,289528
CUST01699,59381,739,382354
CUST01700,81258,699,425826
CUST01701,26092,494,159140
CUST01702,218412,764,536686
CUST01703,27183,632,163696
CUST01704,270245,755,1321546
CUST01705,41169,703,344604
CUST01706,81669,683,367640
CUST01707,81645,693,475074
CUST01708,96508,652,293439
CUST01709,43566,704,299145
CUST01710,48077,744,338778
CUST01711,44740,662,326763
CUST01712,53994,655,455197
CUST01713,83446,710,426203
CUST01714,217176,791,865054
CUST01715,82805,710,287443
CUST01716,69953,658,490799
CUST01717,55283,668,484143
CUST01718,73361,710,297949
CUST01719,108309,843,961996
CUST01720,232050,817,1188844
CUST01721,35601,589,154586
CUST01722,49424,725,366789
CUST01723,66622,741,486049
CUST01724,80896,724,222327
CUST01725,73091,734,311373
CUST01726,38617,534,113866
CUST01727,42677,731,491829
CUST01728,72762,712,291807
CUST01729,56030,726,273821
CUST01730,33569,490,163780
CUST01731,238614,779,1034355
CUST01732,41663,653,440888
CUST01733,86015,736,334560
CUST01734,38492,486,156795
CUST01735,53694,687,204269
CUST01736,45041,665,323378
CUST01737,91067,733,404903
CUST01738,215124,848,764419
CUST01739,56170,747,449219
CUST01740,40686,526,186331
CUST01741,29866,480,165955
CUST01742,56909,749,339186
CUST01743,58319,700,262927
CUST01744,54464,714,398529
CUST01745,46877,706,466645
CUST01746,103643,845,928552
CUST01747,227741,804,1250323
CUST01748,226833,768,1404951
CUST01749,90202,734,302047
CUST01750,59094,664,321421
CUST01751,87268,713,427547
CUST01752,46710,651,212709
CUST01753,59014,652,313674
CUST01754,90010,738,289403
CUST01755,212588,845,1441368
CUST01756,273522,806,976392
CUST01757,44744,598,140906
CUST01758,264265,804,989096
CUST01759,31560,560,163071
CUST01760,74998,711,435036
CUST01761,232336,751,620607
CUST01762,46175,683,314006
CUST01763,262331,765,938339
CUST01764,38926,496,233896
CUST01765,276159,849,1137702
CUST01766,92215,651,483941
CUST01767,26678,500,217560
CUST01768,28779,619,175035
CUST01769,87140,714,473613
CUST01770,44941,467,241876
CUST01771,42762,562,239346
CUST01772,64521,703,277823
CUST01773,80962,669,276533
CUST01774,74479,707,341695
CUST01775,91795,667,347704
CUST01776,242427,780,710494
CUST01777,71846,681,408985
CUST01778,96247,741,424838
CUST01779,69709,670,268609
CUST01780,263151,819,825153
CUST01781,88879,696,341293
CUST01782,125715,834,613803
CUST01783,83395,660,235783
CUST01784,39987,544,221145
CUST01785,87604,656,418971
CUST01786,92059,650,323351
CUST01787,29407,503,112276
CUST01788,84699,692,438205
CUST01789,96161,744,468225
CUST01790,89624,732,262266
CUST01791,63062,667,449248
CUST01792,26446,569,147023
CUST01793,83788,655,225876
CUST01794,39879,453,205180
CUST01795,61604,679,251736
CUST01796,41005,607,132881
CUST01797,89921,671,321359
CUST01798,72306,702,200260
CUST01799,238145,774,1385536
CUST01800,248311,832,581362
CUST01801,93920,667,429953
CUST01802,70125,744,303988
CUST01803,71715,715,359393
CUST01804,69648,718,246445
CUST01805,32223,632,229640
CUST01806,47276,721,306480
CUST01807,62837,743,322325
CUST01808,78660,654,249773
CUST01809,80744,665,391408
CUST01810,68816,672,496906
CUST01811,81624,720,374192
CUST01812,260538,784,1111172
CUST01813,81749,679,338889
CUST01814,46595,734,315117
CUST01815,85104,704,302538
CUST01816,35289,548,112955
CUST01817,27761,596,152629
CUST01818,41922,661,354128
CUST01819,63127,733,241741
CUST01820,84763,664,424202
CUST01821,83379,721,399040
CUST01822,180149,785,1047498
CUST01823,223550,816,687600
CUST01824,289834,768,755958
CUST01825,53028,743,271795
CUST01826,76133,661,488091
CUST01827,91982,653,269528
CUST01828,98883,742,477887
CUST01829,91215,695,315677
CUST01830,285994,780,984757
CUST01831,56224,653,223297
CUST01832,110674,762,508116
CUST01833,68879,745,326123
CUST01834,42865,662,430677
CUST01835,78501,660,455526
CUST01836,56288,740,368942
CUST01837,31933,459,200993
CUST01838,97334,742,300289
CUST01839,64209,720,287983
CUST01840,32079,494,224993
CUST01841,147711,812,1464275
CUST01842,91077,702,207691
CUST01843,67433,736,349672
CUST01844,80930,672,358061
CUST01845,66002,664,275437
CUST01846,29878,477,150440
CUST01847,160709,829,1412630
CUST01848,59991,733,383043
CUST01849,95403,668,307076
CUST01850,146961,797,842359
CUST01851,46372,682,317362
CUST01852,28364,548,248488
CUST01853,25164,536,148035
CUST01854,141092,815,1439836
CUST01855,83167,662,458872
CUST01856,94290,742,396398
CUST01857,85705,685,419733
CUST01858,234530,792,1044130
CUST01859,77975,727,486579
CUST01860,36934,634,248529
CUST01861,81524,735,296062
CUST01862,78264,708,221010
CUST01863,92187,703,219581
CUST01864,70195,662,346373
CUST01865,27932,457,191331
CUST01866,40906,603,233725
CUST01867,276911,774,549900
CUST01868,87173,737,432449
CUST01869,298814,846,968143
CUST01870,41686,653,349450
CUST01871,173998,819,1187483
CUST01872,85077,721,254493
CUST01873,51311,690,302128
CUST01874,96597,695,213496
CUST01875,284326,818,1079677
CUST01876,28497,516,187847
CUST01877,213212,786,1253124
CUST01878,27540,550,196545
CUST01879,94643,744,317554
CUST01880,243607,756,1294662
CUST01881,30359,626,130384
CUST01882,91084,674,481457
CUST01883,74601,725,274215
CUST01884,43641,734,447129
CUST01885,40459,706,215692
CUST01886,96108,654,306774
CUST01887,199236,799,996369
CUST01888,77514,696,331798
CUST01889,25572,641,113681
CUST01890,69559,743,439989
CUST01891,132216,801,1016356
CUST01892,77915,739,415101
CUST01893,65249,659,262558
CUST01894,51213,676,217081
CUST01895,35282,576,206149
CUST01896,35743,535,146177
CUST01897,41436,579,182618
CUST01898,85092,690,497525
CUST01899,59947,687,465116
CUST01900,88679,719,293676
CUST01901,59535,746,377252
CUST01902,97690,720,229646
CUST01903,77558,668,265543
CUST01904,83393,678,309647
CUST01905,57167,696,246794
CUST01906,78098,718,215714
CUST01907,194575,764,864010
CUST01908,186868,754,1159882
CUST01909,78932,675,452797
CUST01910,75330,672,407868
CUST01911,32970,539,148942
CUST01912,53794,700,305744
CUST01913,289763,793,579569
CUST01914,70561,668,433009
CUST01915,61379,674,443116
CUST01916,79539,707,316655
CUST01917,157650,830,1162092
CUST01918,44713,721,305858
CUST01919,86389,746,288648
CUST01920,58479,701,339164
CUST01921,87674,730,453437
CUST01922,34688,531,190749
CUST01923,70218,736,432906
CUST01924,92633,705,270938
CUST01925,29559,458,180433
CUST01926,59625,660,257247
CUST01927,120799,766,1318140
CUST01928,53438,657,374632
CUST01929,60436,710,359774
CUST01930,81245,721,349582
CUST01931,52648,651,218762
CUST01932,29266,645,223579
CUST01933,78429,709,209844
CUST01934,80851,700,435838
CUST01935,44155,702,252951
CUST01936,44220,705,202610
CUST01937,71909,686,248606
CUST01938,139894,807,1253875
CUST01939,44219,545,227223
CUST01940,34341,604,182077
CUST01941,37608,484,242703
CUST01942,43576,711,452232
CUST01943,31794,581,190014
CUST01944,241287,801,981474
CUST01945,62740,729,260754
CUST01946,90289,741,446841
CUST01947,235915,832,1054519
CUST01948,124780,789,1253819
CUST01949,240537,846,613194
CUST01950,30479,634,102066
CUST01951,45814,672,217839
CUST01952,235581,816,1109596
CUST01953,78415,741,481894
CUST01954,61480,651,284574
CUST01955,248591,762,947600
CUST01956,74469,673,402891
CUST01957,76992,673,386023
CUST01958,53593,726,468110
CUST01959,64987,650,498820
CUST01960,46849,702,387235
CUST01961,69499,711,394232
CUST01962,135539,817,1171419
CUST01963,75246,671,494394
CUST01964,86599,724,388229
CUST01965,84793,722,321494
CUST01966,90268,733,213779
CUST01967,54970,714,453544
CUST01968,42984,604,210414
CUST01969,40489,491,132235
CUST01970,25749,524,164116
CUST01971,63262,749,291577
CUST01972,92678,717,299092
CUST01973,49344,720,417573
CUST01974,37735,569,161535
CUST01975,82508,687,342494
CUST01976,91760,663,362110
CUST01977,81308,709,346174
CUST01978,87458,650,482691
CUST01979,40713,506,140472
CUST01980,63666,655,320068
